 60,  ,0.05 ,   X,-,X,-,X,-,X,-,X,-,X
120,  ,0.05 ,   X,-,X,-,X,-,X,-,X,-,X
 60,  ,0.05 ,   X,-,X,-,X,-,X,-,X,-,X
120,  ,0.05 ,   X,-,X,-,X,-,X,-,X,-,X
   ,15,     ,   -,X,-,X,-,X,-,X,-,X,-
   ,15,     ,   -,X,-,X,-,X,-,X,-,X,-
   ,  ,     ,   -,-,-,-,-,-,-,-,-,-,-
 45, 8,     ,   X,-,X,-,X,-,X,-,X,-,X
135, 8,     ,   -,-,-,X,X,X,X,X,-,-,-
 45, 8,     ,   -,X,X,X,-,-,-,X,X,X,-
135, 8,     ,   X,-,X,X,-,X,-,X,X,-,X
 45, 8,     ,   -,X,-,X,X,-,X,X,-,X,-
135, 8,     ,   X,-,-,-,-,X,-,-,-,-,X
   ,  ,     ,   -,-,-,-,-,-,-,-,-,-,-
   ,  ,     ,   -,-,-,-,-,-,-,-,-,-,-
   , 8,     ,   X,-,-,-,X,-,X,-,-,-,X
   , 8,     ,   X,-,X,X,X,X,X,X,X,-,X
   , 8,     ,   X,X,-,X,X,X,X,X,-,X,X
   , 8,     ,   X,X,X,-,X,X,X,-,X,X,X
   , 8,     ,   X,X,X,X,-,X,-,X,X,X,X
   , 8,     ,   X,X,X,X,X,-,X,X,X,X,X
   , 8,     ,   X,X,X,X,X,-,X,X,X,X,X
   , 8,     ,   X,X,X,X,X,-,X,X,X,X,X
   , 8,     ,   X,X,X,-,-,X,-,-,X,X,X
   , 8,     ,   X,X,-,-,X,X,X,-,-,X,X
   , 8,     ,   X,-,-,X,X,X,X,X,-,-,X
   , 8,     ,   X,-,X,X,X,X,X,X,X,-,X
   , 8,     ,   X,-,-,X,X,X,X,X,-,-,X
   , 8,     ,   X,X,-,-,X,X,X,-,-,X,X
   , 8,     ,   X,X,X,-,-,X,-,-,X,X,X
120,12,     ,   X,-,-,-,-,X,-,-,-,-,X
 60,12,     ,   X,-,X,-,X,-,X,-,X,-,X
