   ,  ,    ,   X,-,-,-,-,-,-,-,-,-,X
   ,  ,    ,   -,X,-,-,-,-,-,-,-,X,-
   ,  ,    ,   -,-,X,-,-,-,-,-,X,-,-
   ,  ,    ,   -,-,-,X,-,-,-,X,-,-,-
   ,  ,    ,   -,-,-,-,X,-,X,-,-,-,-
   ,  ,    ,   -,-,-,-,-,X,-,-,-,-,-
   ,  ,    ,   -,-,-,-,X,-,X,-,-,-,-
   ,  ,    ,   -,-,-,X,-,-,-,X,-,-,-
   ,  ,    ,   -,-,X,-,-,-,-,-,X,-,-
   ,  ,    ,   -,X,-,-,-,-,-,-,-,X,-
   ,  ,    ,   X,-,-,-,-,-,-,-,-,-,X
   ,8 ,    ,   -,-,-,-,-,-,-,-,-,-,-
   ,8 ,    ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,    ,   X,X,X,X,X,X,X,X,X,X,X
   ,8 ,    ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,    ,   X,X,X,X,X,X,X,X,X,X,X
   ,8 ,    ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,    ,   X,X,X,X,X,X,X,X,X,X,X
   ,8 ,    ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,    ,   X,X,X,X,X,X,X,X,X,X,X
   ,8 ,    ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,    ,   X,X,X,X,X,X,X,X,X,X,X
   ,8 ,    ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,    ,   X,X,X,X,X,X,X,X,X,X,X
   ,8 ,    ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,    ,   X,X,X,X,X,X,X,X,X,X,X
   ,8 ,    ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,    ,   X,X,X,X,X,X,X,X,X,X,X
   ,  ,    ,   -,-,-,-,-,-,-,-,-,-,-
  0,  ,    ,   X,-,X,-,-,X,-,-,X,-,X
